"Identifier","Version No","Category","Topics","Type","Text","Status","Version Date","Notation","Document Version","Regex"
"520","2","General","NWN ILUA ( M only)","Condition","If any work other than an exploration activity (as defined in the Nharnuwangga Wajarri and Ngarlawangga Indigenous Land Use Agreement) is to be carried out then in addition to any other applicable legislation the carrying out of such work shall be subject to the following: •if at any time during the currency of this tenement Part 2 of the Native Title (State Provisions) Act 1999 is operative, that Part shall apply; or •in the event of Part 2 of the Native Title (State Provisions) Act 1999 not being operative at any time during the currency of this tenement, nonetheless the procedures described in Part 2 shall apply, with a person appointed by the State performing the functions ascribed in Part 2 to the Commision.","Active","18/09/2003 00:00:00 onwards","Impose on M that is subject to NWN ILUA","Feb-20","(?i)^[\s?.*-:]*If[^A-Z0-9]+any[^A-Z0-9]+work[^A-Z0-9]+other[^A-Z0-9]+than[^A-Z0-9]+an[^A-Z0-9]+exploration[^A-Z0-9]+activity[^A-Z0-9]+as[^A-Z0-9]+defined[^A-Z0-9]+in[^A-Z0-9]+the[^A-Z0-9]+Nharnuwangga[^A-Z0-9]+Wajarri[^A-Z0-9]+and[^A-Z0-9]+Ngarlawangga[^A-Z0-9]+Indigenous[^A-Z0-9]+Land[^A-Z0-9]+Use[^A-Z0-9]+Agreement[^A-Z0-9]+is[^A-Z0-9]+to[^A-Z0-9]+be[^A-Z0-9]+carried[^A-Z0-9]+out[^A-Z0-9]+then[^A-Z0-9]+in[^A-Z0-9]+addition[^A-Z0-9]+to[^A-Z0-9]+any[^A-Z0-9]+other[^A-Z0-9]+applicable[^A-Z0-9]+legislation[^A-Z0-9]+the[^A-Z0-9]+carrying[^A-Z0-9]+out[^A-Z0-9]+of[^A-Z0-9]+such[^A-Z0-9]+work[^A-Z0-9]+shall[^A-Z0-9]+be[^A-Z0-9]+subject[^A-Z0-9]+to[^A-Z0-9]+the[^A-Z0-9]+following[^A-Z0-9]+if[^A-Z0-9]+at[^A-Z0-9]+any[^A-Z0-9]+time[^A-Z0-9]+during[^A-Z0-9]+the[^A-Z0-9]+currency[^A-Z0-9]+of[^A-Z0-9]+this[^A-Z0-9]+tenement[^A-Z0-9]+Part[^A-Z0-9]+2[^A-Z0-9]+of[^A-Z0-9]+the[^A-Z0-9]+Native[^A-Z0-9]+Title[^A-Z0-9]+State[^A-Z0-9]+Provisions[^A-Z0-9]+Act[^A-Z0-9]+1999[^A-Z0-9]+is[^A-Z0-9]+operative[^A-Z0-9]+that[^A-Z0-9]+Part[^A-Z0-9]+shall[^A-Z0-9]+apply[^A-Z0-9]+or[^A-Z0-9]+in[^A-Z0-9]+the[^A-Z0-9]+event[^A-Z0-9]+of[^A-Z0-9]+Part[^A-Z0-9]+2[^A-Z0-9]+of[^A-Z0-9]+the[^A-Z0-9]+Native[^A-Z0-9]+Title[^A-Z0-9]+State[^A-Z0-9]+Provisions[^A-Z0-9]+Act[^A-Z0-9]+1999[^A-Z0-9]+not[^A-Z0-9]+being[^A-Z0-9]+operative[^A-Z0-9]+at[^A-Z0-9]+any[^A-Z0-9]+time[^A-Z0-9]+during[^A-Z0-9]+the[^A-Z0-9]+currency[^A-Z0-9]+of[^A-Z0-9]+this[^A-Z0-9]+tenement[^A-Z0-9]+nonetheless[^A-Z0-9]+the[^A-Z0-9]+procedures[^A-Z0-9]+described[^A-Z0-9]+in[^A-Z0-9]+Part[^A-Z0-9]+2[^A-Z0-9]+shall[^A-Z0-9]+apply[^A-Z0-9]+with[^A-Z0-9]+a[^A-Z0-9]+person[^A-Z0-9]+appointed[^A-Z0-9]+by[^A-Z0-9]+the[^A-Z0-9]+State[^A-Z0-9]+performing[^A-Z0-9]+the[^A-Z0-9]+functions[^A-Z0-9]+ascribed[^A-Z0-9]+in[^A-Z0-9]+Part[^A-Z0-9]+2[^A-Z0-9]+to[^A-Z0-9]+the[^A-Z0-9]+Commision[\s?.*-:]*$"
"520","2","General","NWN ILUA ( M only)","Condition","If any work other than an exploration activity (as defined in the Nharnuwangga Wajarri and Ngarlawangga Indigenous Land Use Agreement) is to be carried out then in addition to any other applicable legislation the carrying out of such work shall be subject to the following: •if at any time during the currency of this tenement Part 2 of the Native Title (State Provisions) Act 1999 is operative, that Part shall apply; or •in the event of Part 2 of the Native Title (State Provisions) Act 1999 not being operative at Conservation and Attractions (DBCA) Threatened Species and Communities Unit for detailed information on management.","Active","18/09/2003 00:00:00 onwards","Impose on M that is subject to NWN ILUA Ecological Communities","Mar-18","(?i)^[\s?.*-:]*If[^A-Z0-9]+any[^A-Z0-9]+work[^A-Z0-9]+other[^A-Z0-9]+than[^A-Z0-9]+an[^A-Z0-9]+exploration[^A-Z0-9]+activity[^A-Z0-9]+as[^A-Z0-9]+defined[^A-Z0-9]+in[^A-Z0-9]+the[^A-Z0-9]+Nharnuwangga[^A-Z0-9]+Wajarri[^A-Z0-9]+and[^A-Z0-9]+Ngarlawangga[^A-Z0-9]+Indigenous[^A-Z0-9]+Land[^A-Z0-9]+Use[^A-Z0-9]+Agreement[^A-Z0-9]+is[^A-Z0-9]+to[^A-Z0-9]+be[^A-Z0-9]+carried[^A-Z0-9]+out[^A-Z0-9]+then[^A-Z0-9]+in[^A-Z0-9]+addition[^A-Z0-9]+to[^A-Z0-9]+any[^A-Z0-9]+other[^A-Z0-9]+applicable[^A-Z0-9]+legislation[^A-Z0-9]+the[^A-Z0-9]+carrying[^A-Z0-9]+out[^A-Z0-9]+of[^A-Z0-9]+such[^A-Z0-9]+work[^A-Z0-9]+shall[^A-Z0-9]+be[^A-Z0-9]+subject[^A-Z0-9]+to[^A-Z0-9]+the[^A-Z0-9]+following[^A-Z0-9]+if[^A-Z0-9]+at[^A-Z0-9]+any[^A-Z0-9]+time[^A-Z0-9]+during[^A-Z0-9]+the[^A-Z0-9]+currency[^A-Z0-9]+of[^A-Z0-9]+this[^A-Z0-9]+tenement[^A-Z0-9]+Part[^A-Z0-9]+2[^A-Z0-9]+of[^A-Z0-9]+the[^A-Z0-9]+Native[^A-Z0-9]+Title[^A-Z0-9]+State[^A-Z0-9]+Provisions[^A-Z0-9]+Act[^A-Z0-9]+1999[^A-Z0-9]+is[^A-Z0-9]+operative[^A-Z0-9]+that[^A-Z0-9]+Part[^A-Z0-9]+shall[^A-Z0-9]+apply[^A-Z0-9]+or[^A-Z0-9]+in[^A-Z0-9]+the[^A-Z0-9]+event[^A-Z0-9]+of[^A-Z0-9]+Part[^A-Z0-9]+2[^A-Z0-9]+of[^A-Z0-9]+the[^A-Z0-9]+Native[^A-Z0-9]+Title[^A-Z0-9]+State[^A-Z0-9]+Provisions[^A-Z0-9]+Act[^A-Z0-9]+1999[^A-Z0-9]+not[^A-Z0-9]+being[^A-Z0-9]+operative[^A-Z0-9]+at[^A-Z0-9]+Conservation[^A-Z0-9]+and[^A-Z0-9]+Attractions[^A-Z0-9]+DBCA[^A-Z0-9]+Threatened[^A-Z0-9]+Species[^A-Z0-9]+and[^A-Z0-9]+Communities[^A-Z0-9]+Unit[^A-Z0-9]+for[^A-Z0-9]+detailed[^A-Z0-9]+information[^A-Z0-9]+on[^A-Z0-9]+management[\s?.*-:]*$"
"521","3","Environmental","Schedule Y1 - Groundwater Areas (WRC)","Endorsement","The **LESSEE**'s attention is drawn to the provision of: •Rights in Water and Irrigation Act 1914 and any Regulations thereunder; and •Draft Environmental Protection Groundwater Policy 1998.","Inactive","31/08/2004 00:00:00 onwards","","Jun-17","(?i)^[\s?.*-:]*The[^A-Z0-9]+.+[^A-Z0-9]+s[^A-Z0-9]+attention[^A-Z0-9]+is[^A-Z0-9]+drawn[^A-Z0-9]+to[^A-Z0-9]+the[^A-Z0-9]+provision[^A-Z0-9]+of[^A-Z0-9]+Rights[^A-Z0-9]+in[^A-Z0-9]+Water[^A-Z0-9]+and[^A-Z0-9]+Irrigation[^A-Z0-9]+Act[^A-Z0-9]+1914[^A-Z0-9]+and[^A-Z0-9]+any[^A-Z0-9]+Regulations[^A-Z0-9]+thereunder[^A-Z0-9]+and[^A-Z0-9]+Draft[^A-Z0-9]+Environmental[^A-Z0-9]+Protection[^A-Z0-9]+Groundwater[^A-Z0-9]+Policy[^A-Z0-9]+1998[\s?.*-:]*$"
"522","2","General","Bauxite","Endorsement","In respect to the area designated as FNA 2874 in TENGRAPH, pursuant to Clause 9(20)(c) of the Alumina Refinery Agreement Act 1961, the State shall ensure that except with the consent of the **LESSEE** of Mineral Lease 1SA any mining lease granted in respect of any land surrendered by the **LESSEE** to the State pursuant to this sub-clause shall not authorise the holder of the mining lease to mine or remove bauxite from the land the subject of the mining lease.","Active","28/09/2011 00:00:01 onwards","Use when encroaching on ML 1 SA.","Feb-20","(?i)^[\s?.*-:]*In[^A-Z0-9]+respect[^A-Z0-9]+to[^A-Z0-9]+the[^A-Z0-9]+area[^A-Z0-9]+designated[^A-Z0-9]+as[^A-Z0-9]+FNA[^A-Z0-9]+2874[^A-Z0-9]+in[^A-Z0-9]+TENGRAPH[^A-Z0-9]+pursuant[^A-Z0-9]+to[^A-Z0-9]+Clause[^A-Z0-9]+9[^A-Z0-9]+20[^A-Z0-9]+c[^A-Z0-9]+of[^A-Z0-9]+the[^A-Z0-9]+Alumina[^A-Z0-9]+Refinery[^A-Z0-9]+Agreement[^A-Z0-9]+Act[^A-Z0-9]+1961[^A-Z0-9]+the[^A-Z0-9]+State[^A-Z0-9]+shall[^A-Z0-9]+ensure[^A-Z0-9]+that[^A-Z0-9]+except[^A-Z0-9]+with[^A-Z0-9]+the[^A-Z0-9]+consent[^A-Z0-9]+of[^A-Z0-9]+the[^A-Z0-9]+.+[^A-Z0-9]+of[^A-Z0-9]+Mineral[^A-Z0-9]+Lease[^A-Z0-9]+1SA[^A-Z0-9]+any[^A-Z0-9]+mining[^A-Z0-9]+lease[^A-Z0-9]+granted[^A-Z0-9]+in[^A-Z0-9]+respect[^A-Z0-9]+of[^A-Z0-9]+any[^A-Z0-9]+land[^A-Z0-9]+surrendered[^A-Z0-9]+by[^A-Z0-9]+the[^A-Z0-9]+.+[^A-Z0-9]+to[^A-Z0-9]+the[^A-Z0-9]+State[^A-Z0-9]+pursuant[^A-Z0-9]+to[^A-Z0-9]+this[^A-Z0-9]+sub[^A-Z0-9]+clause[^A-Z0-9]+shall[^A-Z0-9]+not[^A-Z0-9]+authorise[^A-Z0-9]+the[^A-Z0-9]+holder[^A-Z0-9]+of[^A-Z0-9]+the[^A-Z0-9]+mining[^A-Z0-9]+lease[^A-Z0-9]+to[^A-Z0-9]+mine[^A-Z0-9]+or[^A-Z0-9]+remove[^A-Z0-9]+bauxite[^A-Z0-9]+from[^A-Z0-9]+the[^A-Z0-9]+land[^A-Z0-9]+the[^A-Z0-9]+subject[^A-Z0-9]+of[^A-Z0-9]+the[^A-Z0-9]+mining[^A-Z0-9]+lease[\s?.*-:]*$"
"523","2","General","RAAF Base","Endorsement","The **LESSEE**'s attention is drawn to the provisions of: •Commonwealth Defence (Areas Control) Regulations 1989.","Active","27/02/2004 00:00:00 onwards","Use when encroaching on Pearce and Gingin Airfields and Area Controls.","Feb-20","(?i)^[\s?.*-:]*The[^A-Z0-9]+.+[^A-Z0-9]+s[^A-Z0-9]+attention[^A-Z0-9]+is[^A-Z0-9]+drawn[^A-Z0-9]+to[^A-Z0-9]+the[^A-Z0-9]+provisions[^A-Z0-9]+of[^A-Z0-9]+Commonwealth[^A-Z0-9]+Defence[^A-Z0-9]+Areas[^A-Z0-9]+Control[^A-Z0-9]+Regulations[^A-Z0-9]+1989[\s?.*-:]*$"
"524","5","General","Miscellaneous Licence (Pipeline)","Endorsement","Where a pipeline falls within the definition of a pipeline as defined in section 4 of the Petroleum Pipelines Act, 1969 (PPA), the **LESSEE** must obtain a Petroleum Pipeline Licence (PPL) as provided for in the PPA, but where a PPL licence is not required, then the **LESSEE** is to comply with the requirements of the Gas Standards (Gas Supply and System Safety) Regulations, 2000 in respect to the pipeline.","Active","28/11/2007 00:00:00 onwards","Impose only where the pipeline is being used for gas transportation..","Feb-20","(?i)^[\s?.*-:]*Where[^A-Z0-9]+a[^A-Z0-9]+pipeline[^A-Z0-9]+falls[^A-Z0-9]+within[^A-Z0-9]+the[^A-Z0-9]+definition[^A-Z0-9]+of[^A-Z0-9]+a[^A-Z0-9]+pipeline[^A-Z0-9]+as[^A-Z0-9]+defined[^A-Z0-9]+in[^A-Z0-9]+section[^A-Z0-9]+4[^A-Z0-9]+of[^A-Z0-9]+the[^A-Z0-9]+Petroleum[^A-Z0-9]+Pipelines[^A-Z0-9]+Act[^A-Z0-9]+1969[^A-Z0-9]+PPA[^A-Z0-9]+the[^A-Z0-9]+.+[^A-Z0-9]+must[^A-Z0-9]+obtain[^A-Z0-9]+a[^A-Z0-9]+Petroleum[^A-Z0-9]+Pipeline[^A-Z0-9]+Licence[^A-Z0-9]+PPL[^A-Z0-9]+as[^A-Z0-9]+provided[^A-Z0-9]+for[^A-Z0-9]+in[^A-Z0-9]+the[^A-Z0-9]+PPA[^A-Z0-9]+but[^A-Z0-9]+where[^A-Z0-9]+a[^A-Z0-9]+PPL[^A-Z0-9]+licence[^A-Z0-9]+is[^A-Z0-9]+not[^A-Z0-9]+required[^A-Z0-9]+then[^A-Z0-9]+the[^A-Z0-9]+.+[^A-Z0-9]+is[^A-Z0-9]+to[^A-Z0-9]+comply[^A-Z0-9]+with[^A-Z0-9]+the[^A-Z0-9]+requirements[^A-Z0-9]+of[^A-Z0-9]+the[^A-Z0-9]+Gas[^A-Z0-9]+Standards[^A-Z0-9]+Gas[^A-Z0-9]+Supply[^A-Z0-9]+and[^A-Z0-9]+System[^A-Z0-9]+Safety[^A-Z0-9]+Regulations[^A-Z0-9]+2000[^A-Z0-9]+in[^A-Z0-9]+respect[^A-Z0-9]+to[^A-Z0-9]+the[^A-Z0-9]+pipeline[\s?.*-:]*$"
"525","3","General","Coastal Squatters Policy","Condition","No construction of any building within a 500 metre strip from the coast line, without the prior written approval of the Minister responsible for the Mining Act 1978 being obtained.","Active","15/02/2006 00:00:00 onwards","If no approval impose within 500m of coast line (Exmouth to Eucla).","Feb-20","(?i)^[\s?.*-:]*No[^A-Z0-9]+construction[^A-Z0-9]+of[^A-Z0-9]+any[^A-Z0-9]+building[^A-Z0-9]+within[^A-Z0-9]+a[^A-Z0-9]+500[^A-Z0-9]+metre[^A-Z0-9]+strip[^A-Z0-9]+from[^A-Z0-9]+the[^A-Z0-9]+coast[^A-Z0-9]+line[^A-Z0-9]+without[^A-Z0-9]+the[^A-Z0-9]+prior[^A-Z0-9]+written[^A-Z0-9]+approval[^A-Z0-9]+of[^A-Z0-9]+the[^A-Z0-9]+Minister[^A-Z0-9]+responsible[^A-Z0-9]+for[^A-Z0-9]+the[^A-Z0-9]+Mining[^A-Z0-9]+Act[^A-Z0-9]+1978[^A-Z0-9]+being[^A-Z0-9]+obtained[\s?.*-:]*$"
"527","1","Standards for Tenement Types","Exploration Licence (Basic) General Purpose Lease (Basic) Mining Lease (Basic) Mining Lease (Ongoing mining operations) Mining Lease for Gold (Basic) Miscellaneous Licence (Basic) Prospecting Licence (Basic) Prospecting Licence for Gold (Basic) Retention Licence (Basic)","Endorsement","The **LESSEE**'s attention is drawn to the Environmental Protection Act 1986 and the Environmental Protection (Clearing of Native Vegetation) Regulations 2004, which provides for the protection of all native vegetation from damage unless prior permission is obtained.","Active","20/10/2004 00:00:00 onwards","Impose on all Tenements (re. native vegetation).","Feb-20","(?i)^[\s?.*-:]*The[^A-Z0-9]+.+[^A-Z0-9]+s[^A-Z0-9]+attention[^A-Z0-9]+is[^A-Z0-9]+drawn[^A-Z0-9]+to[^A-Z0-9]+the[^A-Z0-9]+Environmental[^A-Z0-9]+Protection[^A-Z0-9]+Act[^A-Z0-9]+1986[^A-Z0-9]+and[^A-Z0-9]+the[^A-Z0-9]+Environmental[^A-Z0-9]+Protection[^A-Z0-9]+Clearing[^A-Z0-9]+of[^A-Z0-9]+Native[^A-Z0-9]+Vegetation[^A-Z0-9]+Regulations[^A-Z0-9]+2004[^A-Z0-9]+which[^A-Z0-9]+provides[^A-Z0-9]+for[^A-Z0-9]+the[^A-Z0-9]+protection[^A-Z0-9]+of[^A-Z0-9]+all[^A-Z0-9]+native[^A-Z0-9]+vegetation[^A-Z0-9]+from[^A-Z0-9]+damage[^A-Z0-9]+unless[^A-Z0-9]+prior[^A-Z0-9]+permission[^A-Z0-9]+is[^A-Z0-9]+obtained[\s?.*-:]*$"
"527","1","Standards for Tenement Types","Exploration Licence (Basic) General Purpose Lease (Basic) Mining Lease (Basic) Mining Lease (Ongoing mining operations)","Endorsement","The **LESSEE**'s attention is drawn to the Environmental Protection Act 1986 and the Environmental Protection (Clearing of Native Vegetation) Regulations 2004, which provides for the protection of all native vegetation from damage unless prior permission is obtained. any time during the currency of this tenement, nonetheless the procedures described in Part 2 shall apply, with a person appointed by the State performing the functions ascribed in Part 2 to the Commision.","Active","20/10/2004 00:00:00 onwards","Impose on all Tenements (re. native vegetation).","Mar-18","(?i)^[\s?.*-:]*The[^A-Z0-9]+.+[^A-Z0-9]+s[^A-Z0-9]+attention[^A-Z0-9]+is[^A-Z0-9]+drawn[^A-Z0-9]+to[^A-Z0-9]+the[^A-Z0-9]+Environmental[^A-Z0-9]+Protection[^A-Z0-9]+Act[^A-Z0-9]+1986[^A-Z0-9]+and[^A-Z0-9]+the[^A-Z0-9]+Environmental[^A-Z0-9]+Protection[^A-Z0-9]+Clearing[^A-Z0-9]+of[^A-Z0-9]+Native[^A-Z0-9]+Vegetation[^A-Z0-9]+Regulations[^A-Z0-9]+2004[^A-Z0-9]+which[^A-Z0-9]+provides[^A-Z0-9]+for[^A-Z0-9]+the[^A-Z0-9]+protection[^A-Z0-9]+of[^A-Z0-9]+all[^A-Z0-9]+native[^A-Z0-9]+vegetation[^A-Z0-9]+from[^A-Z0-9]+damage[^A-Z0-9]+unless[^A-Z0-9]+prior[^A-Z0-9]+permission[^A-Z0-9]+is[^A-Z0-9]+obtained[^A-Z0-9]+any[^A-Z0-9]+time[^A-Z0-9]+during[^A-Z0-9]+the[^A-Z0-9]+currency[^A-Z0-9]+of[^A-Z0-9]+this[^A-Z0-9]+tenement[^A-Z0-9]+nonetheless[^A-Z0-9]+the[^A-Z0-9]+procedures[^A-Z0-9]+described[^A-Z0-9]+in[^A-Z0-9]+Part[^A-Z0-9]+2[^A-Z0-9]+shall[^A-Z0-9]+apply[^A-Z0-9]+with[^A-Z0-9]+a[^A-Z0-9]+person[^A-Z0-9]+appointed[^A-Z0-9]+by[^A-Z0-9]+the[^A-Z0-9]+State[^A-Z0-9]+performing[^A-Z0-9]+the[^A-Z0-9]+functions[^A-Z0-9]+ascribed[^A-Z0-9]+in[^A-Z0-9]+Part[^A-Z0-9]+2[^A-Z0-9]+to[^A-Z0-9]+the[^A-Z0-9]+Commision[\s?.*-:]*$"
"528","4","General","Miscellaneous Licence (Road for Haulage and joins Public Road) Miscellaneous Licence (Road Joins Public Road)","Condition","The licensee is to obtain the written approval of the **OPTION** of **PROMPT** or Main Roads WA or both where applicable and lodge a copy of that approval with the Mining Registrar prior to the construction of that part of the road that will intersect with any existing road. Where a difference exists between DMP conditions and the requirements of either authority, the requirements of the authority prevail.","Active","01/01/2009 00:00:00 onwards","","Jun-17","(?i)^[\s?.*-:]*The[^A-Z0-9]+licensee[^A-Z0-9]+is[^A-Z0-9]+to[^A-Z0-9]+obtain[^A-Z0-9]+the[^A-Z0-9]+written[^A-Z0-9]+approval[^A-Z0-9]+of[^A-Z0-9]+the[^A-Z0-9]+.+[^A-Z0-9]+of[^A-Z0-9]+.+[^A-Z0-9]+or[^A-Z0-9]+Main[^A-Z0-9]+Roads[^A-Z0-9]+WA[^A-Z0-9]+or[^A-Z0-9]+both[^A-Z0-9]+where[^A-Z0-9]+applicable[^A-Z0-9]+and[^A-Z0-9]+lodge[^A-Z0-9]+a[^A-Z0-9]+copy[^A-Z0-9]+of[^A-Z0-9]+that[^A-Z0-9]+approval[^A-Z0-9]+with[^A-Z0-9]+the[^A-Z0-9]+Mining[^A-Z0-9]+Registrar[^A-Z0-9]+prior[^A-Z0-9]+to[^A-Z0-9]+the[^A-Z0-9]+construction[^A-Z0-9]+of[^A-Z0-9]+that[^A-Z0-9]+part[^A-Z0-9]+of[^A-Z0-9]+the[^A-Z0-9]+road[^A-Z0-9]+that[^A-Z0-9]+will[^A-Z0-9]+intersect[^A-Z0-9]+with[^A-Z0-9]+any[^A-Z0-9]+existing[^A-Z0-9]+road[^A-Z0-9]+Where[^A-Z0-9]+a[^A-Z0-9]+difference[^A-Z0-9]+exists[^A-Z0-9]+between[^A-Z0-9]+DMP[^A-Z0-9]+conditions[^A-Z0-9]+and[^A-Z0-9]+the[^A-Z0-9]+requirements[^A-Z0-9]+of[^A-Z0-9]+either[^A-Z0-9]+authority[^A-Z0-9]+the[^A-Z0-9]+requirements[^A-Z0-9]+of[^A-Z0-9]+the[^A-Z0-9]+authority[^A-Z0-9]+prevail[\s?.*-:]*$"
"528","5","General","Miscellaneous Licence (Road for Haulage and joins Public Road) Miscellaneous Licence (Road Joins Public Road)","Condition","The licensee is to obtain the written approval of the **OPTION** of **PROMPT** or Main Roads WA (MRWA) or both where applicable and lodge a copy of that approval with the Mining Registrar prior to the construction of that part of the road that will intersect with any existing road. Where a difference exists between DMIRS conditions and the requirements of either authority, the requirements of the authority prevail.","Active","01/07/2017 00:00:01 onwards","","Mar-18","(?i)^[\s?.*-:]*The[^A-Z0-9]+licensee[^A-Z0-9]+is[^A-Z0-9]+to[^A-Z0-9]+obtain[^A-Z0-9]+the[^A-Z0-9]+written[^A-Z0-9]+approval[^A-Z0-9]+of[^A-Z0-9]+the[^A-Z0-9]+.+[^A-Z0-9]+of[^A-Z0-9]+.+[^A-Z0-9]+or[^A-Z0-9]+Main[^A-Z0-9]+Roads[^A-Z0-9]+WA[^A-Z0-9]+MRWA[^A-Z0-9]+or[^A-Z0-9]+both[^A-Z0-9]+where[^A-Z0-9]+applicable[^A-Z0-9]+and[^A-Z0-9]+lodge[^A-Z0-9]+a[^A-Z0-9]+copy[^A-Z0-9]+of[^A-Z0-9]+that[^A-Z0-9]+approval[^A-Z0-9]+with[^A-Z0-9]+the[^A-Z0-9]+Mining[^A-Z0-9]+Registrar[^A-Z0-9]+prior[^A-Z0-9]+to[^A-Z0-9]+the[^A-Z0-9]+construction[^A-Z0-9]+of[^A-Z0-9]+that[^A-Z0-9]+part[^A-Z0-9]+of[^A-Z0-9]+the[^A-Z0-9]+road[^A-Z0-9]+that[^A-Z0-9]+will[^A-Z0-9]+intersect[^A-Z0-9]+with[^A-Z0-9]+any[^A-Z0-9]+existing[^A-Z0-9]+road[^A-Z0-9]+Where[^A-Z0-9]+a[^A-Z0-9]+difference[^A-Z0-9]+exists[^A-Z0-9]+between[^A-Z0-9]+DMIRS[^A-Z0-9]+conditions[^A-Z0-9]+and[^A-Z0-9]+the[^A-Z0-9]+requirements[^A-Z0-9]+of[^A-Z0-9]+either[^A-Z0-9]+authority[^A-Z0-9]+the[^A-Z0-9]+requirements[^A-Z0-9]+of[^A-Z0-9]+the[^A-Z0-9]+authority[^A-Z0-9]+prevail[\s?.*-:]*$"
"529","3","General","Regional Standard Heritage Agreements","Condition","In respect of the area covered by this licence if the **PROMPT** (being the applicants in Federal Court Application No/s. **PROMPT** send a request by pre-paid post to the licensee's or agent's address, not more than ninety days after the grant of this licence, the licensee shall within thirty days of the request execute in favour of **PROMPT** the Regional Standard Heritage Agreement (RSHA) endorsed by peak industry groups and the **PROMPT**.","Active","28/06/2005 00:00:00 onwards","Impose if State offers cond - obj. party may request grantee to sign RSHA.","Mar-16","(?i)^[\s?.*-:]*In[^A-Z0-9]+respect[^A-Z0-9]+of[^A-Z0-9]+the[^A-Z0-9]+area[^A-Z0-9]+covered[^A-Z0-9]+by[^A-Z0-9]+this[^A-Z0-9]+licence[^A-Z0-9]+if[^A-Z0-9]+the[^A-Z0-9]+.+[^A-Z0-9]+being[^A-Z0-9]+the[^A-Z0-9]+applicants[^A-Z0-9]+in[^A-Z0-9]+Federal[^A-Z0-9]+Court[^A-Z0-9]+Application[^A-Z0-9]+No[^A-Z0-9]+s[^A-Z0-9]+.+[^A-Z0-9]+send[^A-Z0-9]+a[^A-Z0-9]+request[^A-Z0-9]+by[^A-Z0-9]+pre[^A-Z0-9]+paid[^A-Z0-9]+post[^A-Z0-9]+to[^A-Z0-9]+the[^A-Z0-9]+licensee[^A-Z0-9]+s[^A-Z0-9]+or[^A-Z0-9]+agent[^A-Z0-9]+s[^A-Z0-9]+address[^A-Z0-9]+not[^A-Z0-9]+more[^A-Z0-9]+than[^A-Z0-9]+ninety[^A-Z0-9]+days[^A-Z0-9]+after[^A-Z0-9]+the[^A-Z0-9]+grant[^A-Z0-9]+of[^A-Z0-9]+this[^A-Z0-9]+licence[^A-Z0-9]+the[^A-Z0-9]+licensee[^A-Z0-9]+shall[^A-Z0-9]+within[^A-Z0-9]+thirty[^A-Z0-9]+days[^A-Z0-9]+of[^A-Z0-9]+the[^A-Z0-9]+request[^A-Z0-9]+execute[^A-Z0-9]+in[^A-Z0-9]+favour[^A-Z0-9]+of[^A-Z0-9]+.+[^A-Z0-9]+the[^A-Z0-9]+Regional[^A-Z0-9]+Standard[^A-Z0-9]+Heritage[^A-Z0-9]+Agreement[^A-Z0-9]+RSHA[^A-Z0-9]+endorsed[^A-Z0-9]+by[^A-Z0-9]+peak[^A-Z0-9]+industry[^A-Z0-9]+groups[^A-Z0-9]+and[^A-Z0-9]+the[^A-Z0-9]+.+[^A-Z0-9]+[\s?.*-:]*$"
"531","3","General","NWN ILUA ( L and G only) NWN ILUA ( M only) NWN ILUA ( P, E and R only)","Endorsement","The grant of the **OPTION** has been made in accordance with the Nharnuwanagga Wajarri and Ngarlawangga Indigenous Land Use Agreement WIA2000/001 between the State of Western Australia and the Native Title Holders registered under Section 24CL of the Native Title Act 1993 on 5 July 2001.","Active","09/11/2015 00:00:02 onwards","Impose on P,E, R, L & G that are subject to NWN ILUA","Feb-20","(?i)^[\s?.*-:]*The[^A-Z0-9]+grant[^A-Z0-9]+of[^A-Z0-9]+the[^A-Z0-9]+.+[^A-Z0-9]+has[^A-Z0-9]+been[^A-Z0-9]+made[^A-Z0-9]+in[^A-Z0-9]+accordance[^A-Z0-9]+with[^A-Z0-9]+the[^A-Z0-9]+Nharnuwanagga[^A-Z0-9]+Wajarri[^A-Z0-9]+and[^A-Z0-9]+Ngarlawangga[^A-Z0-9]+Indigenous[^A-Z0-9]+Land[^A-Z0-9]+Use[^A-Z0-9]+Agreement[^A-Z0-9]+WIA2000[^A-Z0-9]+001[^A-Z0-9]+between[^A-Z0-9]+the[^A-Z0-9]+State[^A-Z0-9]+of[^A-Z0-9]+Western[^A-Z0-9]+Australia[^A-Z0-9]+and[^A-Z0-9]+the[^A-Z0-9]+Native[^A-Z0-9]+Title[^A-Z0-9]+Holders[^A-Z0-9]+registered[^A-Z0-9]+under[^A-Z0-9]+Section[^A-Z0-9]+24CL[^A-Z0-9]+of[^A-Z0-9]+the[^A-Z0-9]+Native[^A-Z0-9]+Title[^A-Z0-9]+Act[^A-Z0-9]+1993[^A-Z0-9]+on[^A-Z0-9]+5[^A-Z0-9]+July[^A-Z0-9]+2001[\s?.*-:]*$"
