Identifier,Version No,Category,Topics,Type,Text,Status,Version Date,Notation,Document Version
150,8,Environmental,Schedule A Version A2 Proposed Reserve not vested CCWA & CALM interest,Condition,"Prior to any activity involving disturbance to vegetation and soils including:- •exploration access; and/or •exploration sampling; the licensee preparing a detailed program for each phase of proposed exploration for written approval of the Executive Director, Environment Division, DMP.The Executive Director, Environment Division, DMP to consult with the",Inactive,09/11/2011 00:00:01 onwards,"Impose on P & E where proposed reserve not vested in CCWA, but DEC interest.",Mar-18
151,6,Environmental,Schedule A Version A2 Proposed Reserve not vested CCWA & CALM interest,Condition,"Access to and from and the movement of vehicles within the licence area being restricted to ground or seasonal conditions and routes approved under the program or otherwise agreed by the Environmental Officer, DMP.",Inactive,01/01/2009 00:00:00 onwards,"Impose on P & E where proposed reserve not vested in CCWA, but CALM interest.",Jun-17
152,5,Environmental,Schedule A Version A2 Proposed Reserve not vested CCWA & CALM interest,Condition,"At agreed intervals, not greater than 12 monthly, the licensee providing a brief report to the Executive Director, Environment Division, DMP outlining the progress of the operation and rehabilitation program and the proposed operations and rehabilitation programs for the next 12 months. Regional/District Manager, Department of Environment and Conservation or other government agency (as relevant) prior to approval. This program to describe the environmental impacts and programs for their management and is to include:- •maps and/or aerial photographs showing the proposed locations of all ground activities and disturbances; •the purpose, specifications and extent of each activity and disturbance; •descriptions of all vegetation types (in general terms), land forms, and unusual features likely to be disturbed by such proposed disturbances. •details on proposals that may disturb sensitive terrestrial habitats including any declared rare flora and fauna if applicable; •procedures to protect the integrity of special ecosystems such as wetland systems, mangal communities and rainforests areas (and/or associated rainforest monitoring sites) if applicable; •techniques, prescriptions, and timetable for rehabilitation of all proposed disturbances; •undertaking for corrective measures for failed rehabilitation; •details of water requirements from within the designated area; •details of refuse disposal; and •proposals for instruction and supervision of personnel and contractors in respect to environmental conditions.",Inactive,09/11/2011 00:00:01 onwards,"Impose on P & E where proposed reserve not vested in NPNCA, but CALM interest.",Mar-18
152,5,Environmental,Schedule A Version A2 Proposed Reserve not vested CCWA & CALM interest,Condition,"At agreed intervals, not greater than 12 monthly, the licensee providing a brief report to the Executive Director, Environment Division, DMP outlining the progress of the operation and rehabilitation program and the proposed operations and rehabilitation programs for the next 12 months.",Inactive,09/11/2011 00:00:01 onwards,"Impose on P & E where proposed reserve not vested in NPNCA, but CALM interest.",Jun-17
153,5,Environmental,Schedule A Version A2 Proposed Reserve not vested CCWA & CALM interest,Condition,"Prior to the cessation of the exploration/prospecting activity in the designated area, the licensee notifying the Environmental Officer, DMP and arranging an inspection as required.",Inactive,01/01/2009 00:00:00 onwards,"Impose on P & E where proposed reserve not vested in NPNCA, but CALM interest.",Jun-17
154,3,Environmental,Schedule B State Forest & Timber Reserves (S.W.),Condition,Consent to mine on **PROMPT** granted by the Minister responsible for the Mining Act 1978 on **PROMPT** subject to the following additional conditions :,Inactive,15/02/2006 00:00:00 onwards,,Jun-17
155,1,Environmental,Schedule B State Forest & Timber Reserves (S.W.),Endorsement,The grant of this licence not inferring automatic approval to mine or the subsequent grant of a mining lease in accordance with Section 75 of the Mining Act.,Inactive,01/01/2000 00:00:00 onwards,Impose on P & E where State Forest & Timber Reserve in SW,Jun-17
156,4,Environmental,Schedule B State Forest & Timber Reserves (S.W.),Endorsement,"The licensee's attention is drawn to the provisions of: •the Conservation and Land Management Act 1984 and any Regulations thereunder; •the Bush Fires Act 1954 and any Regulations thereunder; •the Wildlife Conservation Act 1950 and any Regulations thereunder, and •the Country Areas Water Supply Act 1947 and any Regulations thereunder.",Inactive,02/09/2004 00:00:00 onwards,Impose on P & E where State Forest & Timber Reserve in SW,Jun-17
157,6,Environmental,Schedule B State Forest & Timber Reserves (S.W.),Condition,"Prior to any disturbance to vegetation the licensee preparing a detailed program for each phase of proposed exploration for written approval of the Executive Director, Environment Division, DMP in agreement with the Regional/District Manager, Department of Environment and Conservation (DEC). This program to include: •maps and/or aerial photographs showing the proposed locations of all ground activities and disturbances; •details on proposals which may disturb sensitive terrestrial habitats including any declared rare flora and fauna; and •techniques, prescriptions and timetables for the rehabilitation of all proposed disturbances.",Inactive,09/11/2011 00:00:01 onwards,Impose on P & E where State Forest & Timber Reserve in SW,Jun-17
158,6,Environmental,Schedule B State Forest & Timber Reserves (S.W.),Condition,"The licensee, at his/her expense, rehabilitating all areas cleared, explored or otherwise disturbed during the term of the licence to the satisfaction of the Executive Director, Environment Division, DMP in agreement with the Regional/ District Manager, DEC. Such rehabilitation as is appropriate and may include: •stockpiling and return of topsoil; •backfilling all holes, trenches and costeans; •ripping; •contouring to the original landform; •revegetation with seed and/or plants; and •capping and or backfilling of all drill holes.",Inactive,09/11/2011 00:00:01 onwards,Impose on P & E where State Forest & Timber Reserve in SW,Jun-17
158,6,Environmental,Schedule B State Forest & Timber Reserves (S.W.),Condition,"The licensee, at his/her expense, rehabilitating all areas cleared, explored or otherwise disturbed during the term of the licence to the satisfaction of the Executive Director, Environment Division, DMP in agreement with the Regional/",Inactive,09/11/2011 00:00:01 onwards,Impose on P & E where State Forest & Timber Reserve in SW,Mar-18
159,6,Environmental,Schedule B State Forest & Timber Reserves (S.W.),Condition,"Prior to the cessation of exploration/prospecting activity the licensee notifying the Environmental Officer, DMP and Regional/District Manager DEC and arranging an inspection as required.",Inactive,01/01/2009 00:00:00 onwards,Impose on P & E where State Forest & Timber Reserve in SW,Jun-17
